,yDistance,xDistance,theta,width,height,centerX,centerY,aspectRatio,heightRatio,yDiff
926,725,30,10,217.49624633789062,100.26773071289062,-74.55589294433594,-79.61991882324219,2.1691548824310303,1.15,8
927,725,30,10,215.2899627685547,100.41604614257812,-76.64495849609375,-79.63362121582031,2.143979787826538,1.15,8
928,725,30,10,218.93460083007812,100.49261474609375,-73.83671569824219,-79.50747680664062,2.1786139011383057,1.1625,7
929,725,30,10,214.28993225097656,100.03402709960938,-77.14495849609375,-79.82463073730469,2.1421704292297363,1.1375,9
930,725,30,10,218.01422119140625,100.49264526367188,-74.29690551757812,-79.50746154785156,2.169454574584961,1.1625,7
931,725,30,15,211.29299926757812,107.99475860595703,-14.64654541015625,-80.23898315429688,1.9565116167068481,1.1794871794871795,16
932,725,30,15,209.33901977539062,106.35888671875,-14.6695556640625,-80.07635498046875,1.96823251247406,1.1818181818181819,16
933,725,30,15,209.34805297851562,106.34246063232422,-14.674072265625,-80.06814575195312,1.9686214923858643,1.1666666666666667,16
934,725,30,15,210.3037567138672,106.50804138183594,-15.15191650390625,-80.15093231201172,1.974534034729004,1.1518987341772151,16
935,725,30,15,210.04025268554688,107.11743927001953,-14.0201416015625,-79.71978759765625,1.9608408212661743,1.1666666666666667,16
936,725,30,20,210.8942108154297,111.90217590332031,20.552947998046875,-79.28035736083984,1.8846300840377808,1.1518987341772151,21
937,725,30,20,211.20370483398438,112.06764221191406,20.398193359375,-79.36309051513672,1.8846091032028198,1.1666666666666667,21
938,725,30,20,210.990478515625,112.36875915527344,20.504791259765625,-79.16480255126953,1.8776613473892212,1.1923076923076923,20
939,725,30,20,211.20364379882812,112.40168762207031,20.398193359375,-79.1960678100586,1.8790078163146973,1.1923076923076923,20
940,725,30,20,210.2438507080078,112.35696411132812,20.878082275390625,-79.1737060546875,1.8712133169174194,1.2236842105263157,20
941,725,30,25,212.27694702148438,122.56796264648438,93.86151123046875,-73.46987915039062,1.7319121360778809,1.1625,29
942,725,30,25,212.45742797851562,122.24749755859375,93.77130126953125,-73.38783264160156,1.7379286289215088,1.1625,29
943,725,30,25,210.22317504882812,122.39606475830078,94.888427734375,-73.38995361328125,1.7175648212432861,1.1625,29
944,725,30,25,212.06161499023438,122.53369903564453,93.96917724609375,-73.46478271484375,1.730639100074768,1.1625,29
945,725,30,25,210.87863159179688,122.1298828125,93.5606689453125,-73.66670227050781,1.7266751527786255,1.1625,29
946,70,40,15,198.1764678955078,103.00428771972656,-76.08822631835938,-86.38021087646484,1.9239633083343506,1.2133333333333334,12
947,70,40,15,196.2091522216797,102.8060073852539,-76.10455322265625,-86.37889099121094,1.9085378646850586,1.1973684210526316,12
948,70,40,15,197.08689880371094,103.56587219238281,-75.54345703125,-85.99535369873047,1.9030101299285889,1.2133333333333334,12
949,70,40,15,196.09136962890625,103.103759765625,-76.04568481445312,-86.21597290039062,1.901883840560913,1.1973684210526316,12
950,70,40,15,193.6044464111328,102.37811279296875,-74.80221557617188,-85.81094360351562,1.8910726308822632,1.2133333333333334,11
